date_received,issue category,channel,company_response,resolved_date,timely_response,consumer_disputed,complaint_id,order_id
"Wednesday, July 1, 2020",Poor Product or Service,Phone Support,Closed with explanation,"Sunday, November 22, 2020",TRUE,TRUE,CR0347128,US-2015-152162
"Thursday, December 9, 2021",Long wait on hold,Email,Closed with explanation,"Friday, November 20, 2020",TRUE,TRUE,CR2067841,US-2015-154248
"Sunday, December 19, 2021",Uninterested Service Rep,Email,Closed with monetary relief,"Saturday, March 27, 2021",TRUE,TRUE,CR1885950,US-2015-157415
"Wednesday, March 23, 2022",Lack of Follow Up,Phone Support,Closed with explanation,"Wednesday, October 26, 2022",TRUE,TRUE,CR1597893,US-2015-156382
"Monday, February 17, 2020",Unavailable or Out of Stock Product,Mobile App,Closed with monetary relief,"Friday, August 11, 2023",TRUE,FALSE,CR0503464,US-2015-158223
"Wednesday, July 22, 2020",Poor Product or Service,Email,Closed with monetary relief,"Friday, February 12, 2021",TRUE,FALSE,CR1878237,US-2015-154635
"Saturday, December 12, 2020",Lack of Follow Up,Mobile App,Closed with explanation,"Sunday, December 26, 2021",TRUE,FALSE,CR1524415,US-2015-156943
"Monday, May 11, 2020",Long wait on hold,Email,Closed with explanation,"Monday, October 16, 2023",TRUE,FALSE,CR1381322,US-2015-154372
"Tuesday, January 9, 2024",Long wait on hold,Phone Support,Closed with explanation,"Monday, July 24, 2023",TRUE,TRUE,CR1440934,US-2015-152980
"Thursday, October 26, 2023",Unavailable or Out of Stock Product,Email,Closed with explanation,"Monday, January 2, 2023",TRUE,,CR2406312,US-2015-152711
"Tuesday, December 19, 2023",New Product or Feature Request,Branch,Closed with explanation,"Tuesday, September 26, 2023",TRUE,FALSE,CR1894861,US-2015-155274
"Sunday, June 26, 2022",Lack of Follow Up,Phone Support,Closed with explanation,"Sunday, August 16, 2020",TRUE,FALSE,CR1384883,US-2015-150767
"Thursday, March 5, 2020",Long wait on hold,Branch,Closed with explanation,"Monday, March 28, 2022",TRUE,TRUE,CR1440090,US-2015-158035
"Wednesday, September 28, 2022",Unavailable or Out of Stock Product,Phone Support,Closed with explanation,"Friday, May 15, 2020",TRUE,,CR2347888,US-2015-151746
"Thursday, January 27, 2022",Unavailable or Out of Stock Product,Branch,Closed with explanation,"Saturday, May 27, 2023",TRUE,FALSE,CR2068994,US-2015-153306
"Thursday, March 11, 2021",Poor Product or Service,Email,Closed with explanation,"Tuesday, March 24, 2020",TRUE,,CR2323490,US-2015-159199
"Thursday, November 3, 2022",Uninterested Service Rep,Branch,Closed with explanation,"Friday, March 27, 2020",TRUE,FALSE,CR0800215,US-2015-158986
"Sunday, December 4, 2022",Long wait on hold,Branch,Closed with explanation,"Tuesday, August 24, 2021",TRUE,FALSE,CR2311024,US-2015-160351
"Monday, May 22, 2023",Long wait on hold,Phone Support,Closed with explanation,"Wednesday, April 6, 2022",TRUE,FALSE,CR0508374,US-2015-154944
"Tuesday, June 22, 2021",Lack of Follow Up,Mobile App,Closed with explanation,"Monday, May 3, 2021",TRUE,FALSE,CR1608859,US-2015-158374
"Wednesday, August 2, 2023",No First Call Resolution,Phone Support,Closed with explanation,"Saturday, May 20, 2023",TRUE,TRUE,CR0362356,US-2015-160460
"Saturday, May 16, 2020",Uninterested Service Rep,Phone Support,Closed with explanation,"Sunday, January 19, 2020",TRUE,FALSE,CR1645852,US-2015-160027
"Saturday, November 20, 2021",No First Call Resolution,Phone Support,Closed with non-monetary relief,"Friday, May 13, 2022",TRUE,FALSE,CR2298405,US-2015-151782
"Wednesday, June 2, 2021",No First Call Resolution,Email,Closed with explanation,"Saturday, August 1, 2020",TRUE,TRUE,CR1974115,US-2015-151343
"Wednesday, September 1, 2021",No First Call Resolution,Mobile App,Closed with non-monetary relief,"Saturday, March 19, 2022",TRUE,FALSE,CR0201107,US-2015-154928
"Friday, April 1, 2022",Poor Product or Service,Branch,Closed with non-monetary relief,"Tuesday, August 2, 2022",TRUE,FALSE,CR1877516,US-2015-157346
"Friday, September 4, 2020",Making Customers Repeat Their Problem,Branch,Closed with monetary relief,"Friday, November 26, 2021",TRUE,FALSE,CR1718256,US-2015-151515
"Friday, August 21, 2020",New Product or Feature Request,Phone Support,Closed with explanation,"Thursday, November 19, 2020",TRUE,FALSE,CR1335855,US-2015-158827
"Monday, February 7, 2022",New Product or Feature Request,Phone Support,Closed with non-monetary relief,"Tuesday, February 1, 2022",TRUE,TRUE,CR1792706,US-2015-159537
"Thursday, March 17, 2022",Lack of Follow Up,Branch,Closed with explanation,"Thursday, August 18, 2022",TRUE,FALSE,CR0512719,US-2015-160452
"Saturday, December 3, 2022",Long wait on hold,Phone Support,Closed with monetary relief,"Sunday, June 28, 2020",TRUE,,CR2353277,US-2015-152035
"Wednesday, October 28, 2020",Lack of Follow Up,Phone Support,Closed with explanation,"Monday, October 2, 2023",TRUE,FALSE,CR2214180,US-2015-155205
"Thursday, April 9, 2020",Lack of Follow Up,Email,Closed with explanation,"Monday, January 11, 2021",TRUE,TRUE,CR0361734,US-2015-154332
"Monday, November 14, 2022",No First Call Resolution,Phone Support,Closed with explanation,"Tuesday, March 16, 2021",TRUE,FALSE,CR1609334,US-2015-152643
"Monday, October 3, 2022",No First Call Resolution,Phone Support,Closed with explanation,"Thursday, April 1, 2021",TRUE,FALSE,CR1052075,US-2015-150735
"Tuesday, November 8, 2022",Unavailable or Out of Stock Product,Email,Closed with explanation,"Friday, October 9, 2020",TRUE,TRUE,CR0804364,US-2015-150900
"Wednesday, August 17, 2022",Unavailable or Out of Stock Product,Phone Support,Closed with relief,"Saturday, March 5, 2022",TRUE,,CR2407613,US-2015-154120
"Wednesday, August 2, 2023",Uninterested Service Rep,Email,Closed with explanation,"Thursday, June 16, 2022",TRUE,FALSE,CR2218454,US-2015-159500
"Thursday, September 2, 2021",Lack of Follow Up,Email,Closed with explanation,"Tuesday, June 13, 2023",TRUE,FALSE,CR2124247,US-2015-155137
"Thursday, March 30, 2023",Unavailable or Out of Stock Product,Email,Closed with explanation,"Saturday, May 14, 2022",TRUE,FALSE,CR1905472,US-2015-151839
"Friday, October 29, 2021",No First Call Resolution,Branch,Closed with explanation,"Saturday, September 18, 2021",TRUE,FALSE,CR2080151,US-2015-159694
"Wednesday, May 20, 2020",Unavailable or Out of Stock Product,Phone Support,Closed with explanation,"Thursday, April 2, 2020",TRUE,TRUE,CR2123785,US-2015-154532
"Wednesday, July 7, 2021",Uninterested Service Rep,Mobile App,Closed with explanation,"Saturday, December 3, 2022",TRUE,FALSE,CR0197192,US-2015-150929
"Friday, March 25, 2022",Uninterested Service Rep,Branch,Closed with explanation,"Friday, October 2, 2020",TRUE,FALSE,CR1631076,US-2015-151063
"Sunday, May 28, 2023",No First Call Resolution,Phone Support,Closed with explanation,"Monday, February 6, 2023",TRUE,FALSE,CR1968121,US-2015-153671
"Monday, February 8, 2021",Uninterested Service Rep,Branch,Closed with explanation,"Saturday, July 23, 2022",TRUE,FALSE,CR1331611,US-2015-160473
"Tuesday, October 11, 2022",New Product or Feature Request,Phone Support,Closed with explanation,"Wednesday, February 19, 2020",TRUE,TRUE,CR1048746,US-2015-158198
"Tuesday, March 9, 2021",Lack of Follow Up,Mobile App,Closed with explanation,"Thursday, November 9, 2023",TRUE,FALSE,CR1795747,US-2015-153164
"Sunday, June 11, 2023",Poor Product or Service,Phone Support,Closed with explanation,"Thursday, March 18, 2021",TRUE,TRUE,CR1522846,US-2015-154880
"Monday, May 18, 2020",Uninterested Service Rep,Email,Closed with non-monetary relief,"Friday, August 5, 2022",TRUE,FALSE,CR1712230,US-2015-156608
"Monday, October 31, 2022",Unavailable or Out of Stock Product,Phone Support,Closed with monetary relief,"Saturday, December 17, 2022",TRUE,FALSE,CR1052629,US-2015-159292
"Saturday, March 28, 2020",Uninterested Service Rep,Phone Support,Closed with explanation,"Monday, February 10, 2020",TRUE,,CR2311310,US-2015-159722
"Thursday, March 25, 2021",Lack of Follow Up,Mobile App,In-Progress,,FALSE,FALSE,CR1528299,US-2015-150714
"Wednesday, December 20, 2023",Making Customers Repeat Their Problem,Branch,Closed with non-monetary relief,"Saturday, April 3, 2021",TRUE,FALSE,CR1419608,US-2015-159084
"Thursday, December 31, 2020",Uninterested Service Rep,Phone Support,Closed with monetary relief,"Saturday, June 13, 2020",TRUE,FALSE,CR2130710,US-2015-160144
"Tuesday, April 28, 2020",Making Customers Repeat Their Problem,Email,Closed with monetary relief,"Monday, October 12, 2020",TRUE,FALSE,CR1892105,US-2015-159363
"Friday, July 15, 2022",Poor Product or Service,Branch,Closed with explanation,"Saturday, January 30, 2021",TRUE,FALSE,CR2079025,US-2015-153304
"Sunday, January 23, 2022",Uninterested Service Rep,Phone Support,Closed with monetary relief,"Thursday, March 30, 2023",TRUE,FALSE,CR1913916,US-2015-158199
"Sunday, September 10, 2023",Lack of Follow Up,Branch,Closed with monetary relief,"Saturday, November 13, 2021",TRUE,FALSE,CR0838199,US-2015-154627
"Tuesday, May 3, 2022",Making Customers Repeat Their Problem,Phone Support,Closed with explanation,"Wednesday, September 2, 2020",TRUE,FALSE,CR1660760,US-2015-160456
"Sunday, February 9, 2020",No First Call Resolution,Email,Closed with explanation,"Sunday, July 9, 2023",TRUE,FALSE,CR0369207,US-2015-156528
"Monday, June 5, 2023",Unavailable or Out of Stock Product,Mobile App,Closed with explanation,"Wednesday, July 1, 2020",TRUE,FALSE,CR1799864,US-2015-155192
"Friday, August 25, 2023",Uninterested Service Rep,Email,Closed with explanation,"Friday, February 11, 2022",TRUE,TRUE,CR1343326,US-2015-156578
"Wednesday, August 17, 2022",No First Call Resolution,Mobile App,Closed with explanation,"Sunday, June 13, 2021",TRUE,FALSE,CR0209127,US-2015-159167
"Monday, March 14, 2022",Making Customers Repeat Their Problem,Phone Support,Closed with monetary relief,"Sunday, September 13, 2020",TRUE,FALSE,CR2222223,US-2015-155457
"Monday, March 14, 2022",No First Call Resolution,Branch,Closed with explanation,"Friday, April 14, 2023",TRUE,FALSE,CR1721069,US-2015-154941
"Friday, October 27, 2023",Uninterested Service Rep,Phone Support,Closed with non-monetary relief,"Sunday, January 24, 2021",TRUE,,CR2398334,US-2015-155938
"Sunday, March 6, 2022",Uninterested Service Rep,Branch,Closed with explanation,"Friday, July 1, 2022",TRUE,FALSE,CR1986094,US-2015-156594
"Wednesday, December 6, 2023",Lack of Follow Up,Email,Closed with explanation,"Tuesday, March 22, 2022",TRUE,,CR2421250,US-2015-157435
"Wednesday, March 9, 2022",Uninterested Service Rep,Branch,Closed with monetary relief,"Wednesday, June 14, 2023",TRUE,FALSE,CR1612696,US-2015-157453
"Thursday, March 5, 2020",No First Call Resolution,Mobile App,Closed with explanation,"Wednesday, February 3, 2021",TRUE,FALSE,CR0524922,US-2015-150949
"Wednesday, June 29, 2022",Uninterested Service Rep,Branch,Closed with explanation,"Sunday, August 8, 2021",TRUE,FALSE,CR1458455,US-2015-150761
"Monday, November 23, 2020",Lack of Follow Up,Branch,Closed with explanation,"Friday, October 28, 2022",TRUE,,CR2322711,US-2015-151901
"Sunday, January 26, 2020",New Product or Feature Request,Phone Support,Closed with explanation,"Sunday, September 26, 2021",TRUE,,CR2368953,US-2015-154680
"Saturday, May 27, 2023",Making Customers Repeat Their Problem,Branch,Closed with explanation,"Saturday, September 2, 2023",TRUE,,CR2327253,US-2015-159913
"Tuesday, March 10, 2020",Lack of Follow Up,Email,Closed with monetary relief,"Sunday, December 11, 2022",TRUE,,CR2326406,US-2015-156321
"Tuesday, April 18, 2023",Unavailable or Out of Stock Product,Email,Closed with monetary relief,"Thursday, December 17, 2020",TRUE,,CR2371479,US-2015-155438
"Monday, June 20, 2022",Uninterested Service Rep,Email,Closed with monetary relief,"Thursday, October 15, 2020",TRUE,,CR2331971,US-2015-152025
"Thursday, August 12, 2021",Lack of Follow Up,Email,Closed with explanation,"Tuesday, March 8, 2022",TRUE,,CR2331412,US-2015-160347
"Tuesday, July 5, 2022",Unavailable or Out of Stock Product,Mobile App,Closed with explanation,"Monday, May 1, 2023",TRUE,FALSE,CR1924106,US-2015-151836
"Wednesday, August 9, 2023",Uninterested Service Rep,Mobile App,Closed with explanation,"Monday, July 12, 2021",TRUE,FALSE,CR1986130,US-2015-153077
"Tuesday, April 11, 2023",Unavailable or Out of Stock Product,Mobile App,Closed with explanation,"Wednesday, August 25, 2021",TRUE,TRUE,CR1350500,US-2015-155257
"Saturday, January 13, 2024",Making Customers Repeat Their Problem,Email,Closed with explanation,"Wednesday, July 8, 2020",TRUE,FALSE,CR1612774,US-2015-156865
"Sunday, April 25, 2021",Poor Product or Service,Email,Closed with monetary relief,"Thursday, June 17, 2021",TRUE,FALSE,CR2222679,US-2015-152355
"Sunday, May 21, 2023",No First Call Resolution,Branch,Closed with explanation,"Friday, August 14, 2020",TRUE,FALSE,CR2083973,US-2015-158348
"Friday, April 23, 2021",Lack of Follow Up,Email,Closed with explanation,"Thursday, December 8, 2022",TRUE,TRUE,CR1802785,US-2015-154643
"Sunday, November 29, 2020",Long wait on hold,Mobile App,Closed with explanation,"Friday, February 7, 2020",TRUE,,CR2375209,US-2015-151961
"Saturday, June 4, 2022",Making Customers Repeat Their Problem,Email,Closed with explanation,"Saturday, April 2, 2022",TRUE,,CR2313440,US-2015-158586
"Thursday, July 13, 2023",No First Call Resolution,Email,Closed with explanation,"Tuesday, October 24, 2023",TRUE,FALSE,CR1434177,US-2015-150682
"Sunday, December 18, 2022",Poor Product or Service,Mobile App,Closed with explanation,"Friday, June 4, 2021",TRUE,FALSE,CR1529786,US-2015-155607
"Saturday, May 23, 2020",New Product or Feature Request,Branch,Closed with explanation,"Wednesday, June 30, 2021",TRUE,FALSE,CR0212889,US-2015-152797
"Wednesday, December 23, 2020",Unavailable or Out of Stock Product,Mobile App,Closed with explanation,"Monday, June 29, 2020",TRUE,FALSE,CR1468137,US-2015-156324
"Thursday, September 10, 2020",Uninterested Service Rep,Email,Closed with explanation,"Friday, July 10, 2020",TRUE,FALSE,CR1722292,US-2015-151664
"Saturday, September 3, 2022",Lack of Follow Up,Mobile App,Closed with explanation,"Friday, December 2, 2022",TRUE,TRUE,CR1676436,US-2015-154445
"Thursday, December 24, 2020",Poor Product or Service,Mobile App,Closed with monetary relief,"Thursday, April 29, 2021",TRUE,TRUE,CR0547152,US-2015-157420
"Sunday, September 18, 2022",Long wait on hold,Email,Closed with explanation,"Monday, June 12, 2023",TRUE,FALSE,CR1898039,US-2015-154290
"Saturday, October 17, 2020",New Product or Feature Request,Branch,Closed with relief,"Tuesday, December 21, 2021",TRUE,FALSE,CR0014704,US-2015-159582
"Monday, January 8, 2024",Unavailable or Out of Stock Product,Email,Closed with explanation,"Sunday, November 27, 2022",TRUE,TRUE,CR1059300,US-2015-156380
"Wednesday, July 8, 2020",New Product or Feature Request,Email,Closed with explanation,"Monday, March 15, 2021",TRUE,FALSE,CR0842671,US-2015-160354
"Monday, May 30, 2022",Uninterested Service Rep,Phone Support,Closed with explanation,"Sunday, December 19, 2021",TRUE,FALSE,CR0371074,US-2015-153282
"Thursday, September 22, 2022",Making Customers Repeat Their Problem,Email,Closed with explanation,"Tuesday, July 27, 2021",TRUE,FALSE,CR2131993,US-2015-151491
"Monday, March 15, 2021",Making Customers Repeat Their Problem,Phone Support,Closed with explanation,"Sunday, January 30, 2022",TRUE,,CR2405000,US-2015-153780
"Saturday, June 26, 2021",Lack of Follow Up,Mobile App,Closed with explanation,"Saturday, June 4, 2022",TRUE,,CR2333445,US-2015-154955
"Thursday, June 25, 2020",Unavailable or Out of Stock Product,Phone Support,Closed with explanation,"Thursday, February 6, 2020",TRUE,,CR2335191,US-2015-159838
"Tuesday, January 4, 2022",Making Customers Repeat Their Problem,Branch,Closed with explanation,"Saturday, September 23, 2023",TRUE,TRUE,CR2281296,US-2015-159286
"Thursday, September 21, 2023",Long wait on hold,Mobile App,Closed with explanation,"Friday, August 6, 2021",TRUE,,CR2336216,US-2015-150715
"Tuesday, November 3, 2020",New Product or Feature Request,Email,Closed with explanation,"Thursday, September 9, 2021",TRUE,FALSE,CR1357213,US-2015-154705
"Friday, May 26, 2023",No First Call Resolution,Branch,Closed with explanation,"Wednesday, April 29, 2020",TRUE,,CR2401648,US-2015-159333
"Saturday, February 18, 2023",Lack of Follow Up,Mobile App,Closed with explanation,"Monday, June 12, 2023",TRUE,FALSE,CR1968804,US-2015-160025
"Wednesday, November 30, 2022",No First Call Resolution,Branch,Closed with explanation,"Sunday, June 18, 2023",TRUE,FALSE,CR1788844,US-2015-160612
"Saturday, July 15, 2023",Making Customers Repeat Their Problem,Email,Closed with explanation,"Tuesday, February 22, 2022",TRUE,TRUE,CR0189436,US-2015-157659
"Saturday, January 23, 2021",Long wait on hold,Email,Closed with explanation,"Friday, May 28, 2021",TRUE,FALSE,CR1324289,US-2015-159403
"Tuesday, November 8, 2022",Lack of Follow Up,Email,Closed with explanation,"Sunday, December 6, 2020",TRUE,FALSE,CR1875991,US-2015-156967
"Sunday, October 29, 2023",Lack of Follow Up,Mobile App,Closed with explanation,"Friday, July 24, 2020",TRUE,TRUE,CR2293843,US-2015-156995
"Tuesday, March 8, 2022",Unavailable or Out of Stock Product,Mobile App,Closed with explanation,"Saturday, October 22, 2022",TRUE,TRUE,CR1706813,US-2015-153692
"Friday, October 21, 2022",Poor Product or Service,Branch,Closed with monetary relief,"Thursday, December 3, 2020",TRUE,FALSE,CR2065657,US-2015-157014
"Saturday, August 13, 2022",Making Customers Repeat Their Problem,Email,Closed with explanation,"Sunday, June 13, 2021",TRUE,FALSE,CR0793529,US-2015-159167
"Sunday, February 14, 2021",New Product or Feature Request,Email,Closed with monetary relief,"Wednesday, October 14, 2020",TRUE,FALSE,CR2123924,US-2015-154080
"Thursday, May 21, 2020",Lack of Follow Up,Phone Support,Closed,"Thursday, September 9, 2021",TRUE,TRUE,CR1621318,US-2015-152952
"Tuesday, March 23, 2021",No First Call Resolution,Mobile App,Closed with explanation,"Friday, February 3, 2023",TRUE,FALSE,CR1042825,US-2015-157698
"Wednesday, April 29, 2020",Making Customers Repeat Their Problem,Phone Support,Closed with explanation,"Friday, September 1, 2023",TRUE,TRUE,CR1590286,US-2015-155058
"Thursday, April 30, 2020",Uninterested Service Rep,Mobile App,Closed with explanation,"Tuesday, May 9, 2023",TRUE,FALSE,CR0338719,US-2015-155162
"Friday, November 6, 2020",Uninterested Service Rep,Mobile App,Closed with explanation,"Tuesday, May 5, 2020",TRUE,,CR2318000,US-2015-156202
"Tuesday, April 7, 2020",New Product or Feature Request,Phone Support,Closed with explanation,"Tuesday, September 14, 2021",TRUE,FALSE,CR1512902,US-2015-159982
"Thursday, May 7, 2020",Long wait on hold,Branch,Closed with explanation,"Friday, April 15, 2022",TRUE,TRUE,CR1428359,US-2015-157940
"Sunday, August 8, 2021",Unavailable or Out of Stock Product,Phone Support,Closed with explanation,"Wednesday, December 1, 2021",TRUE,TRUE,CR1884968,US-2015-153254
"Friday, October 23, 2020",Long wait on hold,Branch,Closed with explanation,"Sunday, July 11, 2021",TRUE,TRUE,CR0499187,US-2015-159009
"Thursday, May 21, 2020",No First Call Resolution,Phone Support,Closed with monetary relief,"Monday, July 20, 2020",TRUE,FALSE,CR2212620,US-2015-151239
"Wednesday, September 28, 2022",Long wait on hold,Mobile App,Closed with explanation,"Tuesday, April 20, 2021",TRUE,FALSE,CR2131061,US-2015-154665
"Sunday, January 31, 2021",Uninterested Service Rep,Mobile App,Closed with explanation,"Thursday, March 9, 2023",TRUE,FALSE,CR0367356,US-2015-153995
"Tuesday, July 6, 2021",Poor Product or Service,Mobile App,Closed with explanation,"Friday, February 10, 2023",TRUE,FALSE,CR1523348,US-2015-152617
"Sunday, March 29, 2020",Making Customers Repeat Their Problem,Phone Support,Closed with monetary relief,"Saturday, August 27, 2022",TRUE,FALSE,CR1645849,US-2015-158648
"Sunday, June 21, 2020",Making Customers Repeat Their Problem,Phone Support,Closed with non-monetary relief,"Wednesday, October 25, 2023",TRUE,FALSE,CR1912930,US-2015-160216
"Sunday, March 26, 2023",No First Call Resolution,Mobile App,Closed with monetary relief,"Thursday, June 29, 2023",TRUE,FALSE,CR1891272,US-2015-154707
"Friday, December 17, 2021",Long wait on hold,Branch,Closed with explanation,"Sunday, November 29, 2020",TRUE,FALSE,CR1343295,US-2015-160121
"Friday, April 17, 2020",New Product or Feature Request,Email,Closed with explanation,"Monday, July 18, 2022",TRUE,FALSE,CR1448631,US-2015-153087
"Friday, January 22, 2021",Long wait on hold,Email,Closed with relief,"Tuesday, March 21, 2023",TRUE,,CR2395319,US-2015-153738
"Monday, January 16, 2023",New Product or Feature Request,Branch,Closed with explanation,"Friday, October 30, 2020",TRUE,FALSE,CR0517670,US-2015-158185
"Thursday, March 9, 2023",New Product or Feature Request,Mobile App,Closed with explanation,"Saturday, August 6, 2022",TRUE,FALSE,CR2078889,US-2015-156232
"Monday, January 4, 2021",No First Call Resolution,Branch,Closed with explanation,"Saturday, July 31, 2021",TRUE,FALSE,CR1412354,US-2015-155028
"Tuesday, March 3, 2020",New Product or Feature Request,Phone Support,Closed with relief,"Saturday, August 6, 2022",TRUE,,CR2406895,US-2015-155188
"Monday, April 19, 2021",Uninterested Service Rep,Email,Closed with non-monetary relief,"Friday, April 3, 2020",TRUE,FALSE,CR0206371,US-2015-152213
"Friday, December 29, 2023",No First Call Resolution,Mobile App,Closed with explanation,"Tuesday, July 25, 2023",TRUE,,CR2310424,US-2015-150948
"Friday, March 19, 2021",Unavailable or Out of Stock Product,Branch,Closed with explanation,"Tuesday, January 31, 2023",TRUE,FALSE,CR1979353,US-2015-151880
"Sunday, March 21, 2021",Lack of Follow Up,Branch,Closed with explanation,"Sunday, June 5, 2022",TRUE,FALSE,CR0824833,US-2015-155160
"Monday, October 12, 2020",Lack of Follow Up,Email,Closed with explanation,"Saturday, October 29, 2022",TRUE,FALSE,CR1720348,US-2015-152112
"Wednesday, December 23, 2020",New Product or Feature Request,Email,Closed with explanation,"Sunday, August 21, 2022",TRUE,FALSE,CR2220251,US-2015-155123
"Tuesday, July 12, 2022",No First Call Resolution,Mobile App,Closed with explanation,"Tuesday, July 5, 2022",TRUE,FALSE,CR1608784,US-2015-157126
"Thursday, September 10, 2020",Making Customers Repeat Their Problem,Mobile App,Closed with non-monetary relief,"Friday, March 31, 2023",TRUE,FALSE,CR1797317,US-2015-153205
"Tuesday, January 17, 2023",Poor Product or Service,Phone Support,Closed with explanation,"Sunday, September 20, 2020",TRUE,TRUE,CR1051007,US-2015-151545
