ScheduleID,RigID,RigType,Contractor,ServiceCompany,Concession,Emirate,WellName,WellType,WellProfile,SpudDate,ReleaseDatePlanned,ReleaseDateActual,DaysPlanned,DaysActual,MoveDaysPlanned,NPTDays,Status,CostPlannedUSD,CostActualUSD,BOPRatingPSI,HoleSizeInches,PlannedTD_m,ReachedTD_m,MudSystem,FromPad,ToPad,Latitude,Longitude
SCH-0005848,RIG-057,Jackup,Arabian Drilling,ADNOC Services,Fateh,Abu Dhabi Offshore,FTH-9405,Dev,Vertical,2024-12-15,2025-01-06,2025-01-07,22,23,3.6,0.5,Released,3290500,3615800.0,10000,17.5,3694,4003,Water-Based Mud,PAD-002,PAD-180,24.50159,53.07283
SCH-0001788,RIG-051,Land,Arabian Drilling,Halliburton,SARB,Abu Dhabi Offshore,SARB-5287,Workover,S-curve,2023-05-15,2023-05-26,2023-05-26,11,11,2.8,0.0,Released,658200,692500.0,10000,8.5,2727,3071,Water-Based Mud,PAD-298,PAD-014,24.86851,54.09865
SCH-0003651,RIG-041,Land,Shelf Drilling,Baker Hughes,SARB,Abu Dhabi Offshore,SARB-2905,Dev,Vertical,2023-04-08,2023-04-28,2023-04-29,20,21,2.1,0.5,Released,1871400,2127400.0,15000,8.5,1979,2156,Water-Based Mud,PAD-188,PAD-043,24.94378,53.16709
SCH-0009887,RIG-046,Semi-Sub,Weatherford,Weatherford,Lower Zakum,Abu Dhabi Offshore,LZ-2038,Dev,Horizontal,2022-07-08,2022-08-10,2022-08-12,33,35,1.8,0.1,Released,7662200,7865300.0,10000,8.5,4500,4842,Oil-Based Mud,PAD-052,PAD-126,24.47719,53.23406
SCH-0009448,RIG-040,Land,KCA Deutag,Baker Hughes,Upper Zakum,Abu Dhabi Offshore,UZ-2477,Dev,Horizontal,2023-11-21,2023-12-04,2023-12-06,13,15,3.7,2.7,Released,1275500,1511400.0,10000,8.5,3247,3294,Oil-Based Mud,PAD-195,PAD-098,24.5375,54.07641
SCH-0007650,RIG-048,Land,ADNOC Drilling,Halliburton,Fateh,Abu Dhabi Offshore,FTH-5892,Dev,S-curve,2023-03-24,2023-04-17,2023-04-18,24,25,3.1,1.8,Released,1873300,1925500.0,15000,8.5,3690,3546,Synthetic-Based Mud,PAD-275,PAD-225,24.91564,54.02056
SCH-0002148,RIG-045,Jackup,Shelf Drilling,Halliburton,SARB,Abu Dhabi Offshore,SARB-9098,Appraisal,S-curve,2023-04-05,2023-05-11,2023-05-13,36,38,1.4,2.6,Released,5731800,6068100.0,5000,8.5,1709,1840,Water-Based Mud,PAD-126,PAD-276,25.03075,53.38394
SCH-0010893,RIG-023,Land,Shelf Drilling,ADNOC Services,Upper Zakum,Abu Dhabi Offshore,UZ-8990,Sidetrack,Vertical,2022-10-23,2022-10-31,2022-10-31,8,8,3.2,0.0,Released,712100,806300.0,15000,12.25,4253,4219,Synthetic-Based Mud,PAD-121,PAD-239,24.37097,53.19878
SCH-0004243,RIG-007,Tender,ADNOC Drilling,Schlumberger,Bab,Abu Dhabi,BAB-8095,Exploration,Horizontal,2022-08-11,2022-09-20,2022-09-24,40,44,3.9,6.2,Released,9718700,10389800.0,15000,12.25,2930,2987,Synthetic-Based Mud,PAD-257,PAD-012,24.24392,53.95563
SCH-0001524,RIG-006,Land,Nabors,Halliburton,Al Dabb’iya,Abu Dhabi,ALD-6576,Exploration,Vertical,2023-05-25,2023-06-20,2023-06-23,26,29,4.8,4.4,Released,3637000,4116500.0,5000,17.5,3470,3341,Water-Based Mud,PAD-186,PAD-119,24.12577,53.70886
SCH-0007582,RIG-049,Land,KCA Deutag,Weatherford,SARB,Abu Dhabi Offshore,SARB-7812,Exploration,Horizontal,2023-11-25,2023-12-29,2024-01-03,34,39,2.0,4.8,Released,3055800,3393800.0,10000,8.5,2964,3043,Oil-Based Mud,PAD-233,PAD-048,24.88135,53.51344
SCH-0000412,RIG-002,Jackup,KCA Deutag,Schlumberger,Fateh,Abu Dhabi Offshore,FTH-4005,Workover,S-curve,2024-01-26,2024-02-13,2024-02-13,18,18,3.4,0.0,Released,1798500,1868600.0,10000,8.5,2987,3247,Water-Based Mud,PAD-243,PAD-090,24.96424,52.99968
SCH-0003732,RIG-034,Jackup,Arabian Drilling,Schlumberger,Bu Hasa,Abu Dhabi,BUH-7133,Exploration,S-curve,2024-04-23,2024-05-16,2024-05-19,23,26,6.9,3.3,Released,4432200,4440700.0,10000,6.0,3628,3973,Water-Based Mud,PAD-245,PAD-212,23.98042,54.53251
SCH-0000354,RIG-028,Land,Arabian Drilling,Schlumberger,Lower Zakum,Abu Dhabi Offshore,LZ-5537,Workover,Horizontal,2025-07-07,2025-07-12,2025-07-16,5,9,3.8,6.1,Released,371100,618900.0,10000,12.25,2523,2602,Water-Based Mud,PAD-255,PAD-099,24.87,53.64388
SCH-0010692,RIG-033,Land,Arabian Drilling,Schlumberger,SARB,Abu Dhabi Offshore,SARB-1593,Dev,Vertical,2022-02-28,2022-03-18,2022-03-20,18,20,3.4,3.3,Released,1691300,2043700.0,15000,8.5,2130,2367,Water-Based Mud,PAD-105,PAD-299,25.04405,53.36879
SCH-0010045,RIG-047,Semi-Sub,Arabian Drilling,Weatherford,Upper Zakum,Abu Dhabi Offshore,UZ-3804,Appraisal,Horizontal,2025-06-07,2025-07-21,2025-07-23,44,46,4.3,3.4,Released,9846600,9719900.0,10000,12.25,3539,3360,Synthetic-Based Mud,PAD-144,PAD-188,24.78821,53.29277
SCH-0009147,RIG-016,Land,KCA Deutag,Schlumberger,Upper Zakum,Abu Dhabi Offshore,UZ-4563,Workover,Horizontal,2024-09-06,2024-09-15,2024-09-16,9,10,4.4,0.1,Released,666400,869000.0,5000,8.5,2040,2212,Water-Based Mud,PAD-104,PAD-326,25.04895,53.57437
SCH-0003883,RIG-039,Land,Shelf Drilling,Halliburton,Bab,Abu Dhabi,BAB-9837,Dev,Vertical,2022-03-13,2022-03-26,2022-03-30,13,17,1.9,0.5,Released,994300,1394200.0,10000,12.25,3274,3115,Water-Based Mud,PAD-165,PAD-151,23.68195,54.94288
SCH-0010665,RIG-046,Tender,KCA Deutag,Baker Hughes,Al Dabb’iya,Abu Dhabi,ALD-5447,Dev,S-curve,2025-02-14,2025-04-01,2025-04-01,46,46,0.5,0.0,Released,9952700,9302700.0,5000,8.5,3388,3770,Water-Based Mud,PAD-076,PAD-059,24.5098,54.71114
SCH-0011361,RIG-028,Land,Arabian Drilling,Weatherford,SARB,Abu Dhabi Offshore,SARB-0307,Workover,Horizontal,2024-12-28,2025-01-14,2025-01-14,17,17,4.4,0.0,Released,967800,1131500.0,10000,6.125,2873,2982,Water-Based Mud,PAD-254,PAD-059,24.59151,53.95669
SCH-0006180,RIG-054,Land,ADNOC Drilling,Schlumberger,Lower Zakum,Abu Dhabi Offshore,LZ-9224,Workover,Deviated,2022-02-22,2022-03-03,2022-03-05,9,11,4.1,3.2,Released,669500,911000.0,5000,8.5,3923,3925,Water-Based Mud,PAD-213,PAD-112,24.93964,52.96527
SCH-0007970,RIG-049,Jackup,Arabian Drilling,Baker Hughes,Lower Zakum,Abu Dhabi Offshore,LZ-5944,Exploration,Vertical,2025-05-20,2025-06-13,2025-06-16,24,27,2.5,2.5,Released,3599200,4204700.0,15000,17.5,3282,3485,Water-Based Mud,PAD-242,PAD-274,24.47382,53.58143
SCH-0010485,RIG-005,Land,ADNOC Drilling,Schlumberger,Bab,Abu Dhabi,BAB-1474,Dev,Vertical,2025-05-27,2025-06-20,2025-06-22,24,26,4.9,1.6,Released,2421200,2775900.0,15000,8.5,3558,3597,Oil-Based Mud,PAD-082,PAD-004,24.15322,54.94547
SCH-0003264,RIG-040,Land,Weatherford,Baker Hughes,SARB,Abu Dhabi Offshore,SARB-6166,Sidetrack,S-curve,2022-01-06,2022-01-14,2022-01-15,8,9,1.5,1.7,Released,625200,870900.0,5000,8.5,4288,4307,Water-Based Mud,PAD-321,PAD-118,24.72237,53.73973
SCH-0005957,RIG-036,Jackup,ADNOC Drilling,ADNOC Services,Lower Zakum,Abu Dhabi Offshore,LZ-3995,Appraisal,Deviated,2022-03-27,2022-04-20,2022-04-20,24,24,3.1,0.0,Released,3446800,3499000.0,10000,12.25,2787,3144,Water-Based Mud,PAD-033,PAD-328,24.78932,53.4178
SCH-0001427,RIG-050,Land,ADNOC Drilling,ADNOC Services,SARB,Abu Dhabi Offshore,SARB-4008,Sidetrack,Deviated,2025-01-06,2025-01-26,2025-01-29,20,23,3.8,5.8,Released,979300,1072700.0,10000,8.5,4156,4365,Water-Based Mud,PAD-322,PAD-181,24.99121,53.71514
SCH-0001379,RIG-029,Drillship,KCA Deutag,Halliburton,Bu Hasa,Abu Dhabi,BUH-0091,Exploration,Deviated,2023-10-23,2023-12-19,2023-12-21,57,59,3.5,2.6,Released,17201500,19514900.0,10000,8.5,2010,2092,Synthetic-Based Mud,PAD-027,PAD-191,24.69258,53.82164
SCH-0007373,RIG-011,Jackup,KCA Deutag,ADNOC Services,Lower Zakum,Abu Dhabi Offshore,LZ-4649,Dev,S-curve,2023-10-05,2023-10-30,2023-11-02,25,28,0.5,4.1,Released,3376500,3918200.0,10000,8.5,3308,3643,Water-Based Mud,PAD-289,PAD-107,24.69262,52.95732
SCH-0001422,RIG-048,Land,ADNOC Drilling,ADNOC Services,Al Dabb’iya,Abu Dhabi,ALD-3423,Dev,Horizontal,2024-05-23,2024-06-19,2024-06-20,27,28,5.0,0.0,Released,2594200,2903300.0,10000,8.5,2824,2669,Water-Based Mud,PAD-043,PAD-034,24.09254,54.73404
SCH-0011843,RIG-036,Jackup,Shelf Drilling,ADNOC Services,Al Dabb’iya,Abu Dhabi,ALD-9414,Exploration,Horizontal,2023-01-20,2023-02-15,2023-02-16,26,27,1.2,1.2,Released,4701400,5233600.0,10000,8.5,3549,3586,Synthetic-Based Mud,PAD-142,PAD-329,23.39803,54.35178
SCH-0011511,RIG-004,Land,Shelf Drilling,Halliburton,Bu Hasa,Abu Dhabi,BUH-5725,Dev,Horizontal,2025-03-24,2025-04-12,2025-04-13,19,20,3.9,0.4,Released,1613100,1677100.0,10000,17.5,2505,2806,Water-Based Mud,PAD-078,PAD-320,24.54057,53.81218
SCH-0005516,RIG-021,Semi-Sub,ADNOC Drilling,Weatherford,Bab,Abu Dhabi,BAB-3075,Exploration,Deviated,2022-11-02,2022-12-16,2022-12-19,44,47,1.4,4.0,Released,10965100,12216000.0,10000,12.25,2359,2377,Water-Based Mud,PAD-199,PAD-031,24.62977,53.74854
SCH-0010375,RIG-003,Drillship,KCA Deutag,Schlumberger,Bab,Abu Dhabi,BAB-0292,Workover,Horizontal,2024-03-14,2024-03-27,2024-03-28,13,14,4.5,1.8,Released,2044600,2260200.0,5000,8.5,3391,3568,Water-Based Mud,PAD-276,PAD-344,24.33313,55.24779
SCH-0011083,RIG-034,Jackup,ADNOC Drilling,Weatherford,Lower Zakum,Abu Dhabi Offshore,LZ-8539,Exploration,Deviated,2024-10-30,2024-12-05,2024-12-06,36,37,2.5,1.7,Released,7724400,7838400.0,10000,8.5,3008,3286,Water-Based Mud,PAD-278,PAD-077,24.4725,54.01527
SCH-0000401,RIG-011,Land,Nabors,Schlumberger,Fateh,Abu Dhabi Offshore,FTH-8287,Workover,Horizontal,2022-06-03,2022-06-13,2022-06-17,10,14,4.5,1.3,Released,802000,1047500.0,15000,12.25,3781,3896,Water-Based Mud,PAD-099,PAD-140,24.66151,53.64997
SCH-0011173,RIG-021,Land,ADNOC Drilling,ADNOC Services,Fateh,Abu Dhabi Offshore,FTH-2771,Exploration,Deviated,2023-04-13,2023-05-04,2023-05-05,21,22,4.0,1.1,Released,2902200,3168500.0,10000,17.5,2368,2414,Oil-Based Mud,PAD-238,PAD-242,24.92806,53.27711
SCH-0010412,RIG-024,Land,KCA Deutag,Schlumberger,Upper Zakum,Abu Dhabi Offshore,UZ-6382,Workover,S-curve,2025-08-18,2025-08-29,2025-08-30,11,12,2.6,1.4,Released,676400,823700.0,10000,8.5,3137,3494,Water-Based Mud,PAD-232,PAD-037,24.75241,53.7027
SCH-0008610,RIG-010,Drillship,ADNOC Drilling,Baker Hughes,SARB,Abu Dhabi Offshore,SARB-3058,Workover,Deviated,2024-10-10,2024-10-27,2024-10-27,17,17,3.3,0.0,Released,2197000,2350300.0,10000,6.125,3000,3288,Water-Based Mud,PAD-184,PAD-056,24.88849,52.95922
SCH-0011870,RIG-036,Drillship,Nabors,Halliburton,Lower Zakum,Abu Dhabi Offshore,LZ-5322,Dev,Deviated,2022-06-03,2022-07-10,2022-07-14,37,41,2.5,1.5,Released,6135700,6765800.0,10000,8.5,2751,2651,Water-Based Mud,PAD-024,PAD-192,24.7473,54.01643
SCH-0009605,RIG-058,Jackup,Nabors,Schlumberger,Bu Hasa,Abu Dhabi,BUH-4521,Exploration,Deviated,2025-07-03,2025-07-16,2025-07-18,13,15,2.3,3.8,Released,2038600,2242400.0,15000,12.25,3761,4019,Oil-Based Mud,PAD-163,PAD-060,23.33072,54.86268
SCH-0010058,RIG-049,Land,Arabian Drilling,ADNOC Services,Bab,Abu Dhabi,BAB-0725,Appraisal,Deviated,2023-10-03,2023-10-21,2023-10-22,18,19,4.4,0.7,Released,2222300,2633100.0,10000,8.5,3097,3409,Oil-Based Mud,PAD-185,PAD-047,23.53733,54.29995
SCH-0010562,RIG-027,Land,KCA Deutag,Schlumberger,Al Dabb’iya,Abu Dhabi,ALD-6642,Exploration,Deviated,2023-10-02,2023-10-23,2023-10-25,21,23,2.4,2.3,Released,2108600,2351700.0,15000,12.25,2239,2245,Oil-Based Mud,PAD-198,PAD-234,23.48537,54.78732
SCH-0011473,RIG-054,Land,ADNOC Drilling,Schlumberger,Fateh,Abu Dhabi Offshore,FTH-5355,Appraisal,Horizontal,2023-01-22,2023-02-10,2023-02-10,19,19,2.6,0.0,Released,1790600,2004700.0,10000,6.0,3472,3693,Water-Based Mud,PAD-187,PAD-011,24.31708,53.03538
SCH-0001577,RIG-047,Semi-Sub,Nabors,Schlumberger,Bu Hasa,Abu Dhabi,BUH-8577,Dev,Deviated,2023-07-07,2023-08-06,2023-08-09,30,33,3.2,0.0,Released,6016200,7206600.0,10000,6.0,1711,1990,Water-Based Mud,PAD-172,PAD-038,23.77478,53.85899
SCH-0011705,RIG-044,Land,Shelf Drilling,Weatherford,Bu Hasa,Abu Dhabi,BUH-5242,Workover,Horizontal,2024-09-01,2024-09-12,2024-09-13,11,12,2.6,0.8,Released,741700,865200.0,5000,17.5,2520,2494,Water-Based Mud,PAD-274,PAD-303,23.8261,54.37564
SCH-0002238,RIG-035,Jackup,Weatherford,Schlumberger,Al Dabb’iya,Abu Dhabi,ALD-8773,Appraisal,Horizontal,2025-02-01,2025-03-01,2025-03-04,28,31,1.8,3.2,Released,4831100,5539900.0,10000,12.25,3840,4125,Water-Based Mud,PAD-197,PAD-126,23.60465,55.01871
SCH-0009383,RIG-013,Land,Arabian Drilling,Weatherford,Al Dabb’iya,Abu Dhabi,ALD-7937,Workover,Deviated,2024-08-11,2024-08-16,2024-08-17,5,6,3.8,0.7,Released,319100,317000.0,15000,8.5,2922,3284,Oil-Based Mud,PAD-077,PAD-053,24.36195,54.00234
SCH-0010666,RIG-025,Jackup,Shelf Drilling,ADNOC Services,Bab,Abu Dhabi,BAB-4585,Workover,S-curve,2022-11-17,2022-12-04,2022-12-04,17,17,1.5,0.0,Released,1614500,1755300.0,15000,8.5,3262,3582,Oil-Based Mud,PAD-231,PAD-031,24.27924,55.1134
SCH-0003534,RIG-040,Jackup,Nabors,Schlumberger,Al Dabb’iya,Abu Dhabi,ALD-1990,Sidetrack,S-curve,2025-01-18,2025-02-17,2025-02-21,30,34,3.6,6.2,Released,3815000,4451600.0,10000,17.5,3068,3258,Water-Based Mud,PAD-178,PAD-094,23.60634,54.00497
SCH-0002994,RIG-047,Land,ADNOC Drilling,Halliburton,Upper Zakum,Abu Dhabi Offshore,UZ-1809,Dev,Deviated,2025-05-06,2025-05-20,2025-05-23,14,17,1.9,4.4,Released,1405800,1877100.0,10000,8.5,2843,2882,Water-Based Mud,PAD-194,PAD-276,25.07318,53.50012
SCH-0000895,RIG-009,Land,Weatherford,Weatherford,Upper Zakum,Abu Dhabi Offshore,UZ-2810,Dev,Horizontal,2025-06-22,2025-07-02,2025-07-02,10,10,2.4,0.0,Released,854600,934700.0,10000,6.0,4005,4235,Water-Based Mud,PAD-275,PAD-031,24.86601,53.03877
SCH-0010180,RIG-035,Land,ADNOC Drilling,Schlumberger,Al Dabb’iya,Abu Dhabi,ALD-6475,Sidetrack,Horizontal,2025-02-14,2025-03-04,2025-03-05,18,19,2.2,1.0,Released,1227900,1427600.0,10000,8.5,4068,4385,Water-Based Mud,PAD-033,PAD-244,24.65549,55.08058
SCH-0009728,RIG-048,Land,ADNOC Drilling,ADNOC Services,Lower Zakum,Abu Dhabi Offshore,LZ-1055,Sidetrack,Horizontal,2022-07-08,2022-07-21,2022-07-22,13,14,2.9,2.0,Released,1034900,1232900.0,10000,17.5,1903,2093,Oil-Based Mud,PAD-051,PAD-104,24.36125,53.98876
SCH-0005921,RIG-044,Jackup,ADNOC Drilling,Weatherford,Upper Zakum,Abu Dhabi Offshore,UZ-1090,Appraisal,Deviated,2023-07-01,2023-07-28,2023-07-28,27,27,3.1,0.0,Released,4580800,4961000.0,10000,8.5,2149,2156,Water-Based Mud,PAD-349,PAD-073,25.04216,54.0334
SCH-0006861,RIG-050,Land,Shelf Drilling,Baker Hughes,Upper Zakum,Abu Dhabi Offshore,UZ-8014,Appraisal,S-curve,2022-02-28,2022-03-17,2022-03-19,17,19,0.5,2.2,Released,1623400,1777000.0,10000,12.25,3905,4160,Synthetic-Based Mud,PAD-078,PAD-184,24.49449,53.09165
SCH-0007061,RIG-036,Jackup,Arabian Drilling,Baker Hughes,Lower Zakum,Abu Dhabi Offshore,LZ-5397,Exploration,Deviated,2025-04-25,2025-06-05,2025-06-08,41,44,2.9,4.9,Released,6701600,7688500.0,10000,8.5,3957,3995,Water-Based Mud,PAD-345,PAD-245,24.70938,53.64035
SCH-0010052,RIG-044,Land,Arabian Drilling,ADNOC Services,Fateh,Abu Dhabi Offshore,FTH-4767,Exploration,Deviated,2024-10-10,2024-10-31,2024-11-02,21,23,6.6,1.6,Released,2645200,3004900.0,10000,8.5,3267,3337,Water-Based Mud,PAD-151,PAD-182,24.36489,53.94316
SCH-0001729,RIG-045,Jackup,Weatherford,Schlumberger,Fateh,Abu Dhabi Offshore,FTH-4984,Dev,Vertical,2023-11-02,2023-11-13,2023-11-15,11,13,3.5,3.0,Released,1509400,1918700.0,10000,8.5,2460,2558,Synthetic-Based Mud,PAD-123,PAD-238,24.77905,54.03442
SCH-0001292,RIG-010,Land,Weatherford,Weatherford,Fateh,Abu Dhabi Offshore,FTH-7086,Appraisal,Vertical,2025-03-19,2025-03-31,2025-04-02,12,14,4.2,0.0,Released,1202600,1343400.0,5000,8.5,2454,2703,Oil-Based Mud,PAD-340,PAD-149,24.41569,53.1196
SCH-0004186,RIG-013,Tender,Nabors,Baker Hughes,Bab,Abu Dhabi,BAB-7978,Workover,S-curve,2024-12-28,2025-01-18,2025-01-18,21,21,2.4,0.0,Released,2619300,2755300.0,15000,12.25,2739,3125,Water-Based Mud,PAD-096,PAD-024,24.34815,54.0669
SCH-0009535,RIG-059,Land,Weatherford,Schlumberger,Al Dabb’iya,Abu Dhabi,ALD-5568,Dev,Vertical,2023-09-09,2023-09-27,2023-09-30,18,21,2.7,5.0,Released,1693200,1812400.0,20000,12.25,2732,2980,Water-Based Mud,PAD-259,PAD-199,23.67998,54.46094
SCH-0001907,RIG-001,Land,KCA Deutag,Baker Hughes,Fateh,Abu Dhabi Offshore,FTH-1210,Exploration,Deviated,2025-01-25,2025-02-09,2025-02-09,15,15,2.6,0.0,Released,1469000,1635400.0,10000,12.25,2838,3119,Water-Based Mud,PAD-196,PAD-240,24.80527,53.22165
SCH-0004272,RIG-006,Land,KCA Deutag,Weatherford,Bab,Abu Dhabi,BAB-8670,Workover,Horizontal,2024-07-05,2024-07-18,2024-07-19,13,14,4.1,0.4,Released,827700,1081800.0,15000,8.5,1981,2304,Water-Based Mud,PAD-180,PAD-201,24.61772,54.35142
SCH-0006752,RIG-011,Land,KCA Deutag,Halliburton,Bab,Abu Dhabi,BAB-8051,Exploration,Vertical,2023-12-04,2023-12-26,2023-12-28,22,24,2.1,3.3,Released,2456200,2790100.0,10000,8.5,3329,3417,Water-Based Mud,PAD-067,PAD-312,23.59521,54.38585
SCH-0006962,RIG-007,Land,Arabian Drilling,ADNOC Services,Fateh,Abu Dhabi Offshore,FTH-0304,Appraisal,S-curve,2022-05-11,2022-05-28,2022-05-30,17,19,4.1,3.0,Released,1956700,2380400.0,5000,8.5,3769,4050,Water-Based Mud,PAD-142,PAD-260,24.47096,53.36831
SCH-0005594,RIG-014,Jackup,ADNOC Drilling,Weatherford,Bu Hasa,Abu Dhabi,BUH-5180,Dev,Vertical,2025-02-06,2025-03-10,2025-03-12,32,34,3.0,1.0,Released,4237700,4650700.0,10000,17.5,2199,2124,Water-Based Mud,PAD-147,PAD-297,24.20056,55.09182
SCH-0006773,RIG-051,Land,Nabors,Schlumberger,Upper Zakum,Abu Dhabi Offshore,UZ-4141,Exploration,Horizontal,2025-01-09,2025-01-27,2025-01-27,18,18,5.3,0.0,Released,2279300,2227100.0,5000,12.25,2435,2410,Water-Based Mud,PAD-210,PAD-194,24.53879,53.19031
SCH-0010131,RIG-017,Land,ADNOC Drilling,Baker Hughes,Al Dabb’iya,Abu Dhabi,ALD-5739,Appraisal,Vertical,2022-09-24,2022-10-14,2022-10-19,20,25,2.8,0.0,Released,2334500,3291000.0,15000,8.5,3392,3403,Oil-Based Mud,PAD-178,PAD-271,24.47484,54.52479
SCH-0010190,RIG-026,Land,ADNOC Drilling,Halliburton,Fateh,Abu Dhabi Offshore,FTH-6334,Sidetrack,Vertical,2025-01-04,2025-01-09,2025-01-12,5,8,3.1,0.0,Released,458000,734600.0,10000,6.0,3960,3831,Synthetic-Based Mud,PAD-001,PAD-144,24.35289,53.41751
SCH-0000736,RIG-045,Land,Shelf Drilling,Halliburton,Bu Hasa,Abu Dhabi,BUH-3591,Appraisal,S-curve,2025-01-14,2025-02-07,2025-02-09,24,26,4.0,2.3,Released,2418500,2873200.0,10000,6.125,3248,3224,Water-Based Mud,PAD-179,PAD-014,23.68535,55.04288
SCH-0003226,RIG-014,Jackup,Nabors,ADNOC Services,Lower Zakum,Abu Dhabi Offshore,LZ-2672,Dev,Deviated,2023-06-25,2023-07-21,2023-07-23,26,28,2.2,,Released,3535600,3844800.0,10000,17.5,3633,,Oil-Based Mud,PAD-181,PAD-310,25.03302,53.77007
SCH-0002847,RIG-052,Land,ADNOC Drilling,Weatherford,Bab,Abu Dhabi,BAB-1848,Exploration,Vertical,2022-06-08,2022-07-08,2022-07-12,30,34,0.9,1.8,Released,2826800,3166700.0,5000,17.5,2625,2638,Water-Based Mud,PAD-198,PAD-282,24.43731,54.0441
SCH-0001675,RIG-025,Jackup,Shelf Drilling,Halliburton,SARB,Abu Dhabi Offshore,SARB-6747,Exploration,Horizontal,2022-08-18,2022-09-25,2022-09-28,38,41,3.8,4.7,Released,6796700,7946200.0,10000,8.5,3331,3233,Water-Based Mud,PAD-304,PAD-190,25.02909,53.30589
SCH-0008075,RIG-054,Jackup,KCA Deutag,Schlumberger,Bab,Abu Dhabi,BAB-4770,Exploration,S-curve,2025-01-21,2025-02-26,2025-02-27,36,37,3.3,0.0,Released,7049500,7213000.0,10000,12.25,3657,3584,Water-Based Mud,PAD-099,PAD-265,23.55626,54.03687
SCH-0011716,RIG-028,Tender,KCA Deutag,Schlumberger,Fateh,Abu Dhabi Offshore,FTH-1750,Exploration,Horizontal,2024-09-18,2024-10-29,2024-10-30,41,42,3.2,0.6,Released,9757600,10523400.0,10000,8.5,2570,2499,Oil-Based Mud,PAD-066,PAD-307,24.38738,53.89174
SCH-0011545,RIG-016,Tender,ADNOC Drilling,Weatherford,Fateh,Abu Dhabi Offshore,FTH-6340,Dev,Horizontal,2025-07-07,2025-08-21,2025-08-22,45,46,2.2,0.0,Released,9416400,10738400.0,10000,8.5,2578,2914,Synthetic-Based Mud,PAD-163,PAD-153,24.6157,53.23136
SCH-0008145,RIG-022,Jackup,KCA Deutag,Schlumberger,Lower Zakum,Abu Dhabi Offshore,LZ-2963,Exploration,Deviated,2023-07-24,2023-09-04,2023-09-08,42,46,2.3,3.6,Released,7149000,7812700.0,5000,8.5,4000,4218,Synthetic-Based Mud,PAD-312,PAD-057,24.4129,53.82595
SCH-0011861,RIG-003,Land,Shelf Drilling,Baker Hughes,SARB,Abu Dhabi Offshore,SARB-8490,Appraisal,Horizontal,2025-01-20,2025-02-05,2025-02-07,16,18,1.6,2.8,Released,1764600,1981400.0,10000,12.25,3717,4045,Oil-Based Mud,PAD-308,PAD-309,24.30399,53.06831
SCH-0005115,RIG-002,Jackup,Shelf Drilling,ADNOC Services,Al Dabb’iya,Abu Dhabi,ALD-5705,Workover,S-curve,2022-09-03,2022-09-27,2022-09-28,24,25,3.1,1.5,Released,2034600,2387100.0,10000,17.5,1502,1559,Oil-Based Mud,PAD-273,PAD-177,24.30997,55.049
SCH-0007670,RIG-051,Jackup,Shelf Drilling,Schlumberger,Fateh,Abu Dhabi Offshore,FTH-1502,Workover,Horizontal,2022-10-18,2022-11-02,2022-11-02,15,15,2.8,0.0,Released,1238900,1356200.0,15000,12.25,4255,4403,Oil-Based Mud,PAD-149,PAD-239,25.02438,53.55442
SCH-0005858,RIG-030,Jackup,Shelf Drilling,Schlumberger,Bab,Abu Dhabi,BAB-6692,Appraisal,Horizontal,2022-05-02,2022-06-04,2022-06-07,33,36,0.7,2.2,Released,4818900,5873700.0,10000,12.25,3248,3325,Oil-Based Mud,PAD-115,PAD-249,24.53253,54.63348
SCH-0000162,RIG-015,Jackup,ADNOC Drilling,Weatherford,Al Dabb’iya,Abu Dhabi,ALD-0476,Dev,S-curve,2023-12-01,2024-01-01,2024-01-03,31,33,2.4,2.8,Released,4915600,5176800.0,10000,8.5,2732,2985,Oil-Based Mud,PAD-110,PAD-198,24.29118,54.66168
SCH-0005323,RIG-041,Jackup,Weatherford,Weatherford,Bab,Abu Dhabi,BAB-9796,Appraisal,Vertical,2022-09-30,2022-11-15,2022-11-16,46,47,0.5,1.0,Released,6225900,6242100.0,10000,8.5,2976,3185,Water-Based Mud,PAD-127,PAD-003,24.24012,55.28579
SCH-0001214,RIG-039,Tender,Arabian Drilling,Weatherford,Bab,Abu Dhabi,BAB-6875,Sidetrack,Deviated,2022-01-01,2022-02-07,2022-02-08,37,38,2.5,0.0,Released,5181300,5549700.0,5000,6.125,1766,1907,Oil-Based Mud,PAD-210,PAD-242,23.96875,54.60012
SCH-0011031,RIG-048,Land,Weatherford,Halliburton,Upper Zakum,Abu Dhabi Offshore,UZ-4118,Exploration,Vertical,2025-06-11,2025-07-02,2025-07-04,21,23,6.7,3.2,Released,2693600,3069500.0,10000,6.0,3340,3689,Oil-Based Mud,PAD-085,PAD-061,24.46062,53.51838
SCH-0004555,RIG-031,Land,KCA Deutag,Schlumberger,Lower Zakum,Abu Dhabi Offshore,LZ-6838,Appraisal,Horizontal,2024-11-03,2024-11-24,2024-11-24,21,21,5.0,0.0,Released,2284700,2280400.0,10000,6.125,3342,3630,Synthetic-Based Mud,PAD-215,PAD-302,24.85093,54.08722
SCH-0004566,RIG-025,Land,Shelf Drilling,Schlumberger,Bab,Abu Dhabi,BAB-8073,Dev,Deviated,2024-10-25,2024-11-16,2024-11-17,22,23,2.3,0.0,Released,1868600,2035100.0,10000,6.0,2768,3035,Synthetic-Based Mud,PAD-177,PAD-177,24.56118,55.15138
